ENCERRAMENTO;UF;MUNICIPIO;QTE
2021-02-22;ES;SERRA;2
2021-02-22;MG;BELO HORIZONTE;8
2021-02-22;MG;POCOS DE CALDAS;1
2021-02-22;MS;DOURADOS;5
2021-02-22;PI;PARNAIBA;1
2021-02-22;PR;COLOMBO;10
2021-02-22;RJ;NILOPOLIS;5
2021-02-22;RN;NATAL;3
2021-02-22;RS;CAXIAS DO SUL;14
2021-02-22;RS;SANTO ANGELO;1
2021-02-22;SC;CRICIUMA;1
2021-02-23;AC;RIO BRANCO;13
2021-02-23;AP;MACAPA;6
2021-02-23;BA;BARREIRAS;1
2021-02-23;BA;EUNAPOLIS;2
2021-02-23;GO;APARECIDA DE GOIANIA;20
2021-02-23;GO;GOIANIA;15
2021-02-23;MG;BETIM;3
2021-02-23;MG;POUSO ALEGRE;1
2021-02-23;PB;CAMPINA GRANDE;1
2021-02-23;PE;CARUARU;1
2021-02-23;PR;CURITIBA;12
2021-02-23;RJ;ARMACAO DOS BUZIOS;2
2021-02-23;SC;BLUMENAU;8
2021-02-24;BA;BARREIRAS;1
2021-02-24;BA;SALVADOR;8
2021-02-24;CE;FORTALEZA;12
2021-02-24;PA;ANANINDEUA;1
2021-02-24;PA;MARABA;9
2021-02-24;PE;CARUARU;2
2021-02-24;PR;ALMIRANTE TAMANDARE;2
2021-02-24;PR;CURITIBA;15
2021-02-24;PR;PONTA GROSSA;6
2021-02-24;PR;SAO JOSE DOS PINHAIS;16
2021-02-24;RJ;BARRA DO PIRAI;1
2021-02-24;RO;PORTO VELHO;15
2021-02-25;BA;ITABUNA;1
2021-02-25;BA;SALVADOR;16
2021-02-25;CE;FORTALEZA;8
2021-02-25;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-02-25;ES;VITORIA;1
2021-02-25;PA;ANANINDEUA;2
2021-02-25;PA;MARABA;2
2021-02-25;RJ;NOVA IGUACU;4
2021-02-25;RS;CANOAS;4
2021-02-25;RS;PASSO FUNDO;1
2021-02-26;AP;MACAPA;1
2021-02-26;ES;VITORIA;2
2021-02-26;GO;RIO VERDE;1
2021-02-26;PB;JOAO PESSOA;1
2021-02-26;RJ;NITEROI;3
2021-02-26;RJ;RIO DE JANEIRO;23
2021-02-26;RR;BOA VISTA;15
2021-02-26;RS;SANTA MARIA;2
2021-02-26;SC;BLUMENAU;6
2021-02-27;BA;SALVADOR;16
2021-02-27;PA;ANANINDEUA;1
2021-02-27;PE;RECIFE;1
2021-02-27;PR;ALMIRANTE TAMANDARE;1
2021-02-27;PR;SAO JOSE DOS PINHAIS;12
2021-02-27;RO;JI-PARANA;5
2021-02-27;RS;CANOAS;9
2021-03-01;MG;BELO HORIZONTE;12
2021-03-01;MG;CONTAGEM;1
2021-03-01;MG;DIVINOPOLIS;5
2021-03-01;MS;CAMPO GRANDE;3
2021-03-01;MT;CUIABA;2
2021-03-01;PR;COLOMBO;14
2021-03-01;PR;PONTA GROSSA;2
2021-03-01;RJ;VOLTA REDONDA;7
2021-03-01;RO;PORTO VELHO;8
2021-03-01;RS;PELOTAS;3
2021-03-01;RS;SAO LOURENCO DO SUL;1
2021-03-01;RS;VIAMAO;8
2021-03-02;ES;VITORIA;7
2021-03-02;MA;SAO LUIS;16
2021-03-02;PB;JOAO PESSOA;3
2021-03-02;PR;CASCAVEL;2
2021-03-02;RJ;CABO FRIO;3
2021-03-02;RJ;VOLTA REDONDA;11
2021-03-02;RR;BOA VISTA;9
2021-03-02;RS;PELOTAS;2
2021-03-02;TO;PALMAS;5
2021-03-03;ES;SERRA;2
2021-03-03;MA;SAO LUIS;19
2021-03-03;MG;ARAGUARI;1
2021-03-03;PA;ANANINDEUA;1
2021-03-03;PA;MARABA;8
2021-03-03;PE;RECIFE;2
2021-03-03;RJ;CABO FRIO;5
2021-03-03;RJ;NILOPOLIS;5
2021-03-03;RJ;NITEROI;5
2021-03-03;RJ;NOVA IGUACU;5
2021-03-03;RS;SANTA MARIA;1
2021-03-03;RS;SAO LEOPOLDO;1
2021-03-03;SC;RIO DO SUL;2
2021-03-03;SC;TUBARAO;1
2021-03-03;TO;PALMAS;4
2021-03-04;AC;RIO BRANCO;6
2021-03-04;BA;VITORIA DA CONQUISTA;3
2021-03-04;DF;BRASILIA;24
2021-03-04;MG;UBA;1
2021-03-04;MG;VARGINHA;4
2021-03-04;PR;FOZ DO IGUACU;2
2021-03-04;RJ;DUQUE DE CAXIAS;9
2021-03-04;RJ;ITAGUAI;1
2021-03-04;RJ;PETROPOLIS;6
2021-03-04;RJ;SAO JOAO DE MERITI;6
2021-03-04;RJ;TERESOPOLIS;2
2021-03-04;SC;CHAPECO;1
2021-03-05;AM;MANAUS;11
2021-03-05;BA;JEQUIE;1
2021-03-05;BA;LAURO DE FREITAS;1
2021-03-05;BA;VITORIA DA CONQUISTA;1
2021-03-05;DF;BRASILIA;18
2021-03-05;MA;SANTA INES;1
2021-03-05;MG;LEOPOLDINA;1
2021-03-05;MG;MONTES CLAROS;2
2021-01-16;RJ;SAO JOAO DE MERITI;11
2021-01-16;RJ;VOLTA REDONDA;4
2021-01-16;RS;NOVO HAMBURGO;1
2021-01-16;RS;PORTO ALEGRE;2
2021-01-18;AL;MACEIO;1
2021-01-18;ES;SERRA;3
2021-01-18;MG;POCOS DE CALDAS;1
2021-01-18;MS;DOURADOS;3
2021-01-18;MT;CUIABA;2
2021-01-18;MT;RONDONOPOLIS;16
2021-01-18;RJ;NILOPOLIS;4
2021-01-18;RN;NATAL;2
2021-01-18;RS;CAXIAS DO SUL;7
2021-01-18;RS;VIAMAO;9
2021-01-18;SC;BRUSQUE;2
2021-01-19;MG;ARAGUARI;2
2021-01-19;MG;BELO HORIZONTE;8
2021-01-19;MG;CATAGUASES;1
2021-01-19;MG;POCOS DE CALDAS;2
2021-01-19;MS;CAMPO GRANDE;1
2021-01-19;PR;COLOMBO;10
2021-01-19;RJ;NITEROI;3
2021-01-19;RJ;NOVA IGUACU;5
2021-01-19;RS;CAXIAS DO SUL;7
2021-01-19;RS;SANTA MARIA;6
2021-01-19;RS;SAO LEOPOLDO;2
2021-01-20;AC;RIO BRANCO;13
2021-01-20;GO;APARECIDA DE GOIANIA;22
2021-01-20;MA;SANTA INES;3
2021-01-20;MG;BETIM;6
2021-01-20;PE;CARUARU;3
2021-01-20;PR;MARINGA;4
2021-01-20;PR;PINHAIS;3
2021-01-20;RJ;BARRA MANSA;1
2021-01-20;RJ;DUQUE DE CAXIAS;13
2021-01-20;RJ;QUEIMADOS;1
2021-01-20;RO;VILHENA;1
2021-01-21;AM;MANAUS;17
2021-01-21;CE;JUAZEIRO DO NORTE;6
2021-01-21;ES;CARIACICA;1
2021-01-21;ES;NOVA VENECIA;2
2021-01-21;MG;MONTES CLAROS;1
2021-01-21;MT;SINOP;4
2021-01-21;RJ;ANGRA DOS REIS;4
2021-01-21;RJ;CAMPOS DOS GOYTACAZES;1
2021-01-21;RJ;SAO GONCALO;3
2021-01-21;RS;ALVORADA;4
2021-01-21;RS;NOVO HAMBURGO;3
2021-01-21;RS;PORTO ALEGRE;4
2021-01-21;RS;SANTA CRUZ DO SUL;1
2021-01-22;DF;BRASILIA;19
2021-01-22;ES;NOVA VENECIA;1
2021-01-22;GO;MORRINHOS;1
2021-01-22;MT;RONDONOPOLIS;14
2021-01-22;MT;SINOP;3
2021-01-22;RJ;SAO GONCALO;3
2021-01-22;RS;NOVO HAMBURGO;1
2021-01-22;RS;SANTA CRUZ DO SUL;3
2021-01-23;AL;MACEIO;1
2021-01-23;ES;SERRA;2
2021-01-23;GO;MORRINHOS;1
2021-01-23;MG;CONTAGEM;1
2021-01-23;MG;GOVERNADOR VALADARES;1
2021-01-23;MG;SETE LAGOAS;1
2021-01-23;MT;CUIABA;1
2021-01-23;MT;RONDONOPOLIS;17
2021-01-23;RS;VIAMAO;3
2021-01-23;SC;BRUSQUE;1
2021-01-25;DF;BRASILIA;11
2021-01-25;MA;SAO LUIS;6
2021-01-25;MG;DIVINOPOLIS;2
2021-01-25;MG;UBA;2
2021-01-25;MG;VARGINHA;2
2021-01-25;PA;BELEM;7
2021-01-25;RJ;CABO FRIO;2
2021-01-25;RJ;PETROPOLIS;3
2021-01-25;RJ;SAO JOAO DE MERITI;1
2021-01-25;RJ;VOLTA REDONDA;4
2021-01-25;TO;PALMAS;1
2021-01-26;ES;SERRA;5
2021-01-26;MA;SAO LUIS;5
2021-01-26;MG;BELO HORIZONTE;7
2021-01-26;MG;VESPASIANO;1
2021-01-26;PR;COLOMBO;7
2021-01-26;RJ;CABO FRIO;1
2021-01-26;RJ;NILOPOLIS;3
2021-01-26;RS;CAXIAS DO SUL;2
2021-01-26;SC;FLORIANOPOLIS;1
2021-01-26;TO;PALMAS;4
2021-01-27;ES;VITORIA;1
2021-01-27;MG;BELO HORIZONTE;3
2021-01-27;MG;POCOS DE CALDAS;1
2021-01-27;MS;DOURADOS;5
2021-01-27;PR;COLOMBO;10
2021-01-27;RJ;NILOPOLIS;4
2021-01-27;RJ;NITEROI;1
2021-01-27;RJ;RIO DE JANEIRO;15
2021-01-27;RN;NATAL;1
2021-01-27;RR;BOA VISTA;11
2021-01-27;RS;CAXIAS DO SUL;6
2021-01-27;RS;SANTA MARIA;2
2021-01-27;SC;CRICIUMA;1
2021-01-28;ES;VITORIA;1
2021-01-28;MS;DOURADOS;4
2021-01-28;PA;BELEM;10
2021-01-28;PE;OLINDA;1
2021-01-28;RJ;RIO DE JANEIRO;7
2021-01-28;RR;BOA VISTA;14
2021-01-29;CE;FORTALEZA;7
2021-01-29;MG;ARAGUARI;1
2021-01-29;MS;CAMPO GRANDE;1
2021-01-29;PA;MARABA;5
2021-01-29;PE;OLINDA;5
2021-01-29;PR;PONTA GROSSA;6
2021-01-29;RJ;NOVA IGUACU;2
2021-01-29;RO;PORTO VELHO;15
2021-01-29;RS;SAO LEOPOLDO;2
2021-01-30;MA;SAO LUIS;3
2021-01-30;PA;BELEM;9
2021-01-30;PR;CASCAVEL;1
2021-01-30;RJ;CABO FRIO;3
2021-01-30;RJ;NOVA IGUACU;1
2021-01-30;RJ;SAO JOAO DE MERITI;10
2021-01-30;RJ;VOLTA REDONDA;2
2021-01-30;TO;PALMAS;5
2021-02-01;AC;RIO BRANCO;13
2021-02-01;BA;SALVADOR;11
2021-02-01;ES;VILA VELHA;1
2021-02-01;MG;BETIM;5
2021-02-01;MG;JUIZ DE FORA;2
2021-02-01;PE;CARUARU;3
2021-02-01;PI;TERESINA;5
2021-02-01;PR;ALMIRANTE TAMANDARE;2
2021-02-01;PR;MARINGA;3
2021-02-01;PR;SAO JOSE DOS PINHAIS;16
2021-02-01;RJ;QUEIMADOS;1
2021-02-01;RO;JI-PARANA;2
2021-02-02;CE;FORTALEZA;13
2021-02-02;ES;VITORIA;2
2021-02-02;PA;MARABA;5
2021-02-02;PE;OLINDA;2
2021-02-02;PR;CASCAVEL;6
2021-02-02;RJ;RIO DE JANEIRO;28
2021-02-02;RR;BOA VISTA;15
2021-02-03;ES;VITORIA;1
2021-02-03;MG;BELO HORIZONTE;4
2021-02-03;MS;DOURADOS;4
2021-02-03;PI;PARNAIBA;1
2021-02-03;PR;COLOMBO;12
2021-02-03;RJ;NITEROI;3
2021-02-03;RJ;RIO DE JANEIRO;17
2021-02-03;RR;BOA VISTA;6
2021-02-03;RO;VILHENA;2
2021-02-03;RS;NOVO HAMBURGO;1
2021-02-03;RS;SANTA CRUZ DO SUL;1
2021-02-04;AM;MANAUS;6
2021-02-04;CE;JUAZEIRO DO NORTE;4
2021-02-04;DF;BRASILIA;22
2021-02-04;MG;DIVINOPOLIS;3
2021-02-04;MG;GOVERNADOR VALADARES;4
2021-02-04;MG;MONTES CLAROS;6
2021-02-04;MG;PATROCINIO;1
2021-02-04;MG;SETE LAGOAS;4
2021-02-04;MG;UBA;4
2021-02-04;RJ;DUQUE DE CAXIAS;14
2021-02-04;RJ;PETROPOLIS;8
2021-02-04;RJ;SAO JOAO DE MERITI;7
2021-02-04;RJ;VOLTA REDONDA;3
2021-02-04;SC;CHAPECO;1
2021-02-04;SC;ITAJAI;1
2021-02-05;MA;SANTA INES;1
2021-02-05;MG;CONTAGEM;1
2021-02-05;MG;VARGINHA;1
2021-02-05;MT;CUIABA;2
2021-02-05;MT;RONDONOPOLIS;7
2021-02-05;MT;SINOP;4
2021-02-05;RJ;ANGRA DOS REIS;1
2021-02-05;RJ;SAO GONCALO;2
2021-02-05;RS;NOVO HAMBURGO;4
2021-02-05;RS;PORTO ALEGRE;3
2021-02-05;RS;SANTA CRUZ DO SUL;1
2021-02-05;RS;VIAMAO;6
2021-02-05;SC;LAGES;1
2021-02-06;AP;MACAPA;3
2021-02-06;GO;GOIANIA;4
2021-02-06;PR;PONTA GROSSA;3
2021-02-06;RJ;NITEROI;6
2021-02-06;RO;PORTO VELHO;21
2021-02-06;RS;PASSO FUNDO;1
2021-02-06;RS;SAO LEOPOLDO;3
2021-02-08;AP;MACAPA;6
2021-02-08;BA;FEIRA DE SANTANA;2
2021-02-08;GO;GOIANIA;10
2021-02-08;PR;PONTA GROSSA;3
2021-02-08;RJ;NOVA IGUACU;5
2021-02-08;RJ;QUEIMADOS;1
2021-02-08;RO;PORTO VELHO;29
2021-02-08;RS;CANOAS;8
2021-02-08;RS;PASSO FUNDO;3
2021-02-09;BA;BARREIRAS;3
2021-02-09;BA;ITABUNA;4
2021-02-09;BA;SALVADOR;12
2021-02-09;CE;FORTALEZA;10
2021-02-09;GO;ANAPOLIS;1
2021-02-09;MG;POUSO ALEGRE;2
2021-02-09;PA;ANANINDEUA;1
2021-02-09;PE;RECIFE;2
2021-02-09;PR;CURITIBA;26
2021-02-09;RJ;ARMACAO DOS BUZIOS;5
2021-02-09;SC;BLUMENAU;3
2021-02-10;CE;JUAZEIRO DO NORTE;2
2021-02-10;DF;BRASILIA;35
2021-02-10;MA;SAO LUIS;14
2021-02-10;MG;DIVINOPOLIS;8
2021-02-10;MG;MONTES CLAROS;2
2021-02-10;MG;UBA;7
2021-02-10;PE;PETROLINA;1
2021-02-10;RJ;DUQUE DE CAXIAS;9
2021-02-10;RJ;PETROPOLIS;3
2021-02-10;RJ;SAO JOAO DE MERITI;6
2021-02-10;RN;NATAL;1
2021-02-10;SC;ITAJAI;1
2021-02-10;TO;PALMAS;9
2021-02-11;BA;JACOBINA;1
2021-02-11;BA;JEQUIE;2
2021-02-11;BA;LAURO DE FREITAS;1
2021-02-11;GO;MORRINHOS;1
2021-02-11;MA;SANTA INES;2
2021-02-11;MG;LEOPOLDINA;1
2021-02-11;MT;RONDONOPOLIS;6
2021-02-11;MT;SINOP;4
2021-02-11;PI;TERESINA;3
2021-02-11;RJ;ANGRA DOS REIS;2
2021-02-11;RJ;BELFORD ROXO;6
2021-02-11;RJ;SAO GONCALO;3
2021-02-11;RS;NOVO HAMBURGO;1
2021-02-11;RS;PORTO ALEGRE;4
2021-02-11;RS;SANTA CRUZ DO SUL;1
2021-02-11;SC;LAGES;1
2021-02-12;AM;MANAUS;11
2021-02-12;CE;JUAZEIRO DO NORTE;3
2021-02-12;DF;BRASILIA;22
2021-02-12;ES;NOVA VENECIA;2
2021-02-12;MG;DIVINOPOLIS;1
2021-02-12;MG;GOVERNADOR VALADARES;1
2021-02-12;MG;MONTES CLAROS;3
2021-02-12;MG;PATROCINIO;3
2021-02-12;MG;SETE LAGOAS;3
2021-02-12;MG;UBA;2
2021-02-12;RJ;DUQUE DE CAXIAS;12
2021-02-12;RJ;PETROPOLIS;8
2021-02-12;RS;ALVORADA;9
2021-02-12;SC;CHAPECO;1
2021-02-13;AL;MACEIO;1
2021-02-13;ES;SERRA;3
2021-02-13;ES;VITORIA;3
2021-02-13;MG;BELO HORIZONTE;10
2021-02-13;PE;OLINDA;1
2021-02-13;PR;CASCAVEL;7
2021-02-13;PR;COLOMBO;11
2021-02-13;RJ;CABO FRIO;6
2021-02-13;RJ;NILOPOLIS;13
2021-02-13;RJ;RIO DE JANEIRO;24
2021-02-13;RR;BOA VISTA;20
2021-02-13;RS;PELOTAS;1
2021-02-13;RS;SANTA MARIA;3
2021-02-13;SC;FLORIANOPOLIS;1
2021-02-15;ES;SERRA;2
2021-02-15;MG;CONTAGEM;2
2021-02-15;MG;VARGINHA;2
2021-02-15;MT;CUIABA;1
2021-02-15;MT;RONDONOPOLIS;4
2021-02-15;RJ;CABO FRIO;3
2021-02-15;RJ;NILOPOLIS;2
2021-02-15;RS;VIAMAO;8
2021-02-16;MA;SAO LUIS;23
2021-02-16;MG;POCOS DE CALDAS;1
2021-02-16;MG;VESPASIANO;1
2021-02-16;MS;CAMPO GRANDE;2
2021-02-16;MS;DOURADOS;9
2021-02-16;PA;BELEM;7
2021-02-16;RJ;SAO JOAO DE MERITI;14
2021-02-16;RJ;VOLTA REDONDA;2
2021-02-16;RN;NATAL;2
2021-02-16;RS;CAXIAS DO SUL;10
2021-02-16;SC;BRUSQUE;1
2021-02-16;TO;PALMAS;4
2021-02-17;AC;RIO BRANCO;19
2021-02-17;AP;MACAPA;7
2021-02-17;BA;EUNAPOLIS;1
2021-02-17;BA;FEIRA DE SANTANA;1
2021-02-17;ES;VILA VELHA;1
2021-02-17;GO;GOIANIA;16
2021-02-17;MG;BETIM;4
2021-02-17;RJ;BARRA MANSA;1
2021-02-17;RJ;NOVA IGUACU;1
2021-02-17;RJ;QUEIMADOS;2
2021-02-17;RS;CANOAS;6
2021-02-17;RS;PASSO FUNDO;2
2021-02-17;SC;RIO DO SUL;2
2021-02-18;BA;SALVADOR;17
2021-02-18;GO;APARECIDA DE GOIANIA;30
2021-02-18;MG;JUIZ DE FORA;4
2021-02-18;PE;CARUARU;2
2021-02-18;PE;RECIFE;1
2021-02-18;PR;ALMIRANTE TAMANDARE;1
2021-02-18;PR;MARINGA;4
2021-02-18;PR;PINHAIS;2
2021-02-18;PR;SAO JOSE DOS PINHAIS;9
2021-02-18;RJ;ARMACAO DOS BUZIOS;1
2021-02-18;RJ;CAMPOS DOS GOYTACAZES;1
2021-02-18;RO;JI-PARANA;7
2021-02-18;SE;ARACAJU;1
2021-02-19;AP;MACAPA;5
2021-02-19;GO;GOIANIA;10
2021-02-19;MG;CATAGUASES;1
2021-02-19;PR;PONTA GROSSA;3
2021-02-19;RO;PORTO VELHO;14
2021-02-19;RS;CANOAS;8
2021-02-19;RS;PASSO FUNDO;1
2021-02-19;SC;RIO DO SUL;1
2021-02-20;BA;TEIXEIRA DE FREITAS;1
2021-02-20;ES;NOVA VENECIA;1
2021-02-20;GO;APARECIDA DE GOIANIA;18
2021-02-20;MG;JUIZ DE FORA;5
2021-02-20;MG;SETE LAGOAS;1
2021-02-20;PR;MARINGA;2
2021-02-20;PR;PINHAIS;5
2021-02-20;RO;JI-PARANA;2
2021-02-20;SC;JOINVILLE;2
2021-02-20;SE;ARACAJU;1
2021-02-22;BA;SALVADOR;10
2021-02-22;GO;APARECIDA DE GOIANIA;30
2021-02-22;MG;JUIZ DE FORA;3
2021-02-22;PE;RECIFE;3
2021-02-22;PR;ALMIRANTE TAMANDARE;1
2021-02-22;PR;MARINGA;2
2021-02-22;PR;PINHAIS;3
2021-02-22;PR;SAO JOSE DOS PINHAIS;9
2021-02-22;RO;JI-PARANA;2
2021-02-23;AL;MACEIO;1
2021-02-23;ES;SERRA;2
2021-02-23;MG;CONTAGEM;2
2021-02-23;MG;VARGINHA;1
2021-02-23;MT;CUIABA;2
2021-02-23;MT;RONDONOPOLIS;12
2021-02-23;RJ;ANGRA DOS REIS;1
2021-02-23;RJ;CABO FRIO;6
2021-02-23;RJ;ITAGUAI;3
2021-02-23;RJ;MESQUITA;1
2021-02-23;RJ;NILOPOLIS;6
2021-02-23;RS;PORTO ALEGRE;5
2021-02-23;RS;SANTO ANGELO;1
2021-02-23;RS;VIAMAO;3
2021-02-24;AM;MANAUS;11
2021-02-24;CE;JUAZEIRO DO NORTE;3
2021-02-24;DF;BRASILIA;20
2021-02-24;MG;DIVINOPOLIS;2
2021-02-24;MG;GOVERNADOR VALADARES;1
2021-02-24;MG;MONTES CLAROS;2
2021-02-24;MG;UBA;1
2021-02-24;RJ;DUQUE DE CAXIAS;7
2021-02-24;RJ;PETROPOLIS;6
2021-02-24;RJ;SAO JOAO DE MERITI;8
2021-02-24;RJ;VOLTA REDONDA;3
2021-02-24;SC;CHAPECO;1
2021-02-24;SC;ITAJAI;1
2021-02-24;TO;PALMAS;4
2021-02-25;MA;SANTA INES;1
2021-02-25;MG;CONTAGEM;3
2021-02-25;MG;VARGINHA;2
2021-02-25;MT;RONDONOPOLIS;14
2021-02-25;MT;SINOP;1
2021-02-25;RJ;ANGRA DOS REIS;1
2021-02-25;RJ;ITAGUAI;3
2021-02-25;RJ;SAO GONCALO;6
2021-02-25;RS;NOVO HAMBURGO;3
2021-02-25;RS;PORTO ALEGRE;3
2021-02-25;RS;SANTA CRUZ DO SUL;1
2021-02-25;RS;SANTO ANGELO;1
2021-02-25;RS;VIAMAO;3
2021-02-25;SC;LAGES;1
2021-02-26;AM;MANAUS;9
2021-02-26;BA;TEIXEIRA DE FREITAS;1
2021-02-26;BA;VITORIA DA CONQUISTA;3
2021-02-26;CE;JUAZEIRO DO NORTE;4
2021-02-26;ES;NOVA VENECIA;1
2021-02-26;MG;DIVINOPOLIS;4
2021-02-26;MG;MONTES CLAROS;10
2021-02-26;MG;PATROCINIO;1
2021-02-26;MG;SETE LAGOAS;4
2021-02-26;RJ;DUQUE DE CAXIAS;11
2021-02-26;RJ;PETROPOLIS;9
2021-02-26;RS;ALVORADA;6
2021-02-26;SC;ITAJAI;1
2021-02-27;DF;BRASILIA;19
2021-02-27;MA;SAO LUIS;11
2021-02-27;MG;DIVINOPOLIS;5
2021-02-27;MG;POCOS DE CALDAS;2
2021-02-27;MG;UBA;5
2021-02-27;MS;DOURADOS;3
2021-02-27;PA;BELEM;6
2021-02-27;PI;PARNAIBA;3
2021-02-27;RJ;PETROPOLIS;6
2021-02-27;RJ;SAO JOAO DE MERITI;12
2021-02-27;RJ;VOLTA REDONDA;2
2021-02-27;RS;CAXIAS DO SUL;1
2021-02-27;SC;CHAPECO;1
2021-02-27;TO;PALMAS;8
2021-02-28;MG;VARGINHA;1
2021-02-28;RS;VIAMAO;1
2021-03-01;AC;RIO BRANCO;16
2021-03-01;CE;JUAZEIRO DO NORTE;2
2021-03-01;GO;GOIANIA;13
2021-03-01;MG;GOVERNADOR VALADARES;2
2021-03-01;MG;JUIZ DE FORA;5
2021-03-01;MG;PATROCINIO;6
2021-03-01;MG;SETE LAGOAS;7
2021-03-01;RJ;DUQUE DE CAXIAS;13
2021-03-01;RJ;TERESOPOLIS;1
2021-03-01;RS;CANOAS;14
2021-03-01;RS;PASSO FUNDO;1
2021-03-01;SC;JOINVILLE;2
2021-03-02;BA;JUAZEIRO;2
2021-03-02;BA;SALVADOR;14
2021-03-02;PR;ALMIRANTE TAMANDARE;2
2021-03-02;RJ;ARMACAO DOS BUZIOS;3
2021-03-02;RJ;CAMPOS DOS GOYTACAZES;1
2021-03-02;RO;JI-PARANA;2
2021-03-02;SC;LAGES;1
2021-03-03;AC;RIO BRANCO;11
2021-03-03;BA;JEQUIE;1
2021-03-03;BA;TEIXEIRA DE FREITAS;1
2021-03-03;CE;JUAZEIRO DO NORTE;2
2021-03-03;DF;BRASILIA;32
2021-03-03;ES;CARIACICA;1
2021-03-03;MA;SANTA INES;1
2021-03-03;MG;GOVERNADOR VALADARES;4
2021-03-03;MG;LEOPOLDINA;1
2021-03-03;MG;SETE LAGOAS;5
2021-03-03;MG;UBA;3
2021-03-03;RJ;DUQUE DE CAXIAS;5
2021-03-03;RJ;MANGARATIBA;1
2021-03-03;RJ;PETROPOLIS;4
2021-03-03;RJ;SAO JOAO DE MERITI;8
2021-03-03;RJ;TERESOPOLIS;1
2021-03-03;RS;SANTA CRUZ DO SUL;1
2021-03-04;PE;OLINDA;2
2021-03-04;PR;CASCAVEL;1
2021-03-04;PR;PONTA GROSSA;7
2021-03-04;RJ;NOVA IGUACU;4
2021-03-04;RJ;RIO DE JANEIRO;24
2021-02-03;GO;GOIANIA;4
2021-02-03;MG;CONTAGEM;4
2021-02-03;MT;CUIABA;1
2021-02-03;RJ;ARMACAO DOS BUZIOS;4
2021-02-03;RJ;BARRA MANSA;1
2021-02-03;RS;VIAMAO;5
2021-02-03;SC;BLUMENAU;4
2021-02-03;SC;BRUSQUE;2
2021-02-03;SC;ITAJAI;1
2021-02-04;AC;RIO BRANCO;9
2021-02-04;MA;SANTA INES;2
2021-02-04;MG;BELO HORIZONTE;4
2021-02-04;MG;BETIM;1
2021-02-04;PE;CARUARU;4
2021-02-04;PR;COLOMBO;13
2021-02-04;PR;MARINGA;3
2021-02-04;RJ;NILOPOLIS;3
2021-02-04;RJ;NITEROI;3
2021-02-04;RJ;TERESOPOLIS;3
2021-02-04;RS;CAXIAS DO SUL;1
2021-02-04;RS;SANTA MARIA;2
2021-02-05;BA;SALVADOR;8
2021-02-05;ES;VILA VELHA;1
2021-02-05;MA;SAO LUIS;16
2021-02-05;MG;JUIZ DE FORA;2
2021-02-05;MG;NOVA LIMA;1
2021-02-05;MG;VESPASIANO;4
2021-02-05;MS;CAMPO GRANDE;5
2021-02-05;PI;TERESINA;3
2021-02-05;PR;ALMIRANTE TAMANDARE;1
2021-02-05;PR;SAO JOSE DOS PINHAIS;6
2021-02-05;RJ;CABO FRIO;2
2021-02-05;RO;JI-PARANA;1
2021-02-05;RS;SAO LEOPOLDO;1
2021-02-05;SC;FLORIANOPOLIS;1
2021-02-05;TO;PALMAS;5
2021-02-06;BA;SALVADOR;12
2021-02-06;MA;SAO LUIS;8
2021-02-06;MG;JUIZ DE FORA;7
2021-02-06;MG;VESPASIANO;3
2021-02-06;MS;CAMPO GRANDE;8
2021-02-06;PI;TERESINA;3
2021-02-06;PR;ALMIRANTE TAMANDARE;1
2021-02-06;PR;SAO JOSE DOS PINHAIS;13
2021-02-06;RJ;BELFORD ROXO;1
2021-02-06;RJ;CABO FRIO;4
2021-02-06;RO;JI-PARANA;1
2021-02-06;TO;PALMAS;5
2021-02-08;ES;VITORIA;1
2021-02-08;GO;APARECIDA DE GOIANIA;26
2021-02-08;MS;DOURADOS;5
2021-02-08;PB;JOAO PESSOA;2
2021-02-08;PI;PARNAIBA;1
2021-02-08;PR;PINHAIS;8
2021-02-08;RJ;CAMPOS DOS GOYTACAZES;1
2021-02-08;RJ;RIO DE JANEIRO;13
2021-02-08;RO;VILHENA;1
2021-02-08;RR;BOA VISTA;15
2021-02-08;RS;ALVORADA;11
2021-02-08;SE;ARACAJU;1
2021-02-09;AC;RIO BRANCO;14
2021-02-09;MA;SANTA INES;3
2021-02-09;MG;BELO HORIZONTE;7
2021-02-09;MG;BETIM;3
2021-02-09;MG;POCOS DE CALDAS;1
2021-02-09;PE;CARUARU;1
2021-02-09;PR;COLOMBO;15
2021-02-09;PR;MARINGA;9
2021-02-09;RJ;NILOPOLIS;8
2021-02-09;RJ;QUEIMADOS;4
2021-02-09;RJ;TERESOPOLIS;2
2021-02-09;RS;CAXIAS DO SUL;6
2021-02-09;RS;SANTA MARIA;1
2021-02-10;AC;RIO BRANCO;5
2021-02-10;BA;VITORIA DA CONQUISTA;2
2021-02-10;MG;BELO HORIZONTE;7
2021-02-10;MG;BETIM;1
2021-02-10;MG;PATROCINIO;3
2021-02-10;MG;POCOS DE CALDAS;2
2021-02-10;MG;SETE LAGOAS;7
2021-02-10;PR;COLOMBO;12
2021-02-10;PR;MARINGA;4
2021-02-10;RJ;NITEROI;5
2021-02-10;RJ;TERESOPOLIS;3
2021-02-10;RS;CAXIAS DO SUL;6
2021-02-10;RS;SANTA MARIA;3
2021-02-11;AL;MACEIO;1
