ENCERRAMENTO;UF;MUNICIPIO;QTE
2021-08-25;MG;BETIM;1
2021-08-25;MG;DIVINOPOLIS;6
2021-08-25;MG;MONTES CLAROS;2
2021-08-25;MG;POCOS DE CALDAS;4
2021-08-25;MG;UBA;3
2021-08-25;PB;JOAO PESSOA;1
2021-08-25;PE;CARUARU;2
2021-08-25;PR;COLOMBO;20
2021-08-25;RJ;ANGRA DOS REIS;1
2021-08-25;RJ;PETROPOLIS;7
2021-08-25;RJ;RIO DE JANEIRO;30
2021-08-25;RO;CACOAL;1
2021-08-25;RS;ALVORADA;1
2021-08-25;RS;PORTO ALEGRE;1
2021-08-25;SC;TUBARAO;1
2021-08-26;AP;MACAPA;5
2021-08-26;BA;VITORIA DA CONQUISTA;1
2021-08-26;GO;RIO VERDE;2
2021-08-26;MA;SANTA INES;3
2021-08-26;MG;BELO HORIZONTE;12
2021-08-26;MG;SETE LAGOAS;4
2021-08-26;RJ;NITEROI;5
2021-08-26;RS;SANTA MARIA;6
2021-08-26;SC;ITAJAI;1
2021-08-27;BA;BARREIRAS;1
2021-08-27;ES;SERRA;3
2021-08-27;MG;POUSO ALEGRE;2
2021-08-27;MT;CACERES;1
2021-08-27;MT;RONDONOPOLIS;5
2021-08-27;PR;CURITIBA;29
2021-08-27;PR;PONTA GROSSA;9
2021-08-27;RJ;MESQUITA;6
2021-08-27;RJ;NILOPOLIS;4
2021-08-27;RJ;QUEIMADOS;4
2021-08-27;RO;PORTO VELHO;18
2021-08-28;BA;ITABUNA;1
2021-08-28;BA;SALVADOR;15
2021-08-28;CE;FORTALEZA;10
2021-08-28;DF;BRASILIA;37
2021-08-28;ES;NOVA VENECIA;2
2021-08-28;GO;APARECIDA DE GOIANIA;20
2021-08-28;MS;DOURADOS;3
2021-08-28;MT;PRIMAVERA DO LESTE;1
2021-08-28;PA;ANANINDEUA;1
2021-08-28;RO;VILHENA;1
2021-08-28;RR;BOA VISTA;18
2021-08-28;RS;NOVO HAMBURGO;2
2021-08-30;BA;BARREIRAS;3
2021-08-30;GO;MORRINHOS;2
2021-08-30;MG;POUSO ALEGRE;2
2021-08-30;MT;RONDONOPOLIS;19
2021-08-30;PR;CURITIBA;29
2021-08-30;PR;FOZ DO IGUACU;1
2021-08-30;PR;PONTA GROSSA;10
2021-08-30;RJ;MESQUITA;1
2021-08-30;RO;PORTO VELHO;25
2021-08-31;AL;MACEIO;3
2021-08-31;AP;MACAPA;12
2021-08-31;BA;EUNAPOLIS;2
2021-08-31;GO;GOIANIA;14
2021-08-31;GO;RIO VERDE;2
2021-08-31;MG;CATAGUASES;1
2021-08-31;MG;CONTAGEM;1
2021-08-31;MS;CAMPO GRANDE;9
2021-08-31;MT;CUIABA;2
2021-08-31;PI;TERESINA;7
2021-08-31;RJ;ARMACAO DOS BUZIOS;2
2021-08-31;RS;SANTO ANGELO;2
2021-08-31;RS;VIAMAO;5
2021-08-31;SC;BLUMENAU;7
2021-08-31;SC;BRUSQUE;2
2021-10-20;GO;RIO VERDE;4
2021-10-20;MG;BELO HORIZONTE;17
2021-10-20;MG;ESMERALDAS;1
2021-10-20;MG;NOVA LIMA;2
2021-10-20;PE;OLINDA;1
2021-10-20;PR;CASCAVEL;15
2021-10-20;PR;COLOMBO;12
2021-10-20;RJ;RIO DE JANEIRO;29
2021-10-20;RR;BOA VISTA;9
2021-10-20;RS;SANTA MARIA;7
2021-10-20;SC;BRUSQUE;1
2021-10-20;SC;CRICIUMA;1
2021-10-21;AP;MACAPA;5
2021-10-21;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-10-21;MG;ARAGUARI;2
2021-10-21;MG;CATAGUASES;1
2021-10-21;PR;PONTA GROSSA;13
2021-10-21;RJ;NITEROI;3
2021-10-21;RO;PORTO VELHO;22
2021-10-21;RS;SAO LEOPOLDO;6
2021-10-22;AL;MACEIO;1
2021-10-22;ES;SERRA;10
2021-10-22;MG;BELO HORIZONTE;17
2021-10-22;PE;OLINDA;2
2021-10-22;PR;CASCAVEL;8
2021-10-22;PR;COLOMBO;10
2021-10-22;RJ;CABO FRIO;6
2021-10-22;RJ;MESQUITA;2
2021-10-22;RJ;NILOPOLIS;2
2021-10-22;RJ;RIO DE JANEIRO;28
2021-10-22;RR;BOA VISTA;8
2021-10-22;RS;SANTA MARIA;3
2021-10-22;SC;BRUSQUE;1
2021-10-22;SC;FLORIANOPOLIS;1
2021-10-23;BA;PAULO AFONSO;1
2021-10-23;MA;SAO LUIS;14
2021-10-23;MG;ARAGUARI;2
2021-10-23;MG;POCOS DE CALDAS;2
2021-10-23;MG;VESPASIANO;1
2021-10-23;MS;CAMPO GRANDE;15
2021-10-23;PA;BELEM;12
2021-10-23;PI;PARNAIBA;1
2021-10-23;PR;FOZ DO IGUACU;2
2021-10-23;RJ;NITEROI;3
2021-10-23;RN;NATAL;2
2021-10-23;RS;CAXIAS DO SUL;5
2021-10-23;RS;SAO LEOPOLDO;2
2021-10-25;DF;BRASILIA;37
2021-10-25;ES;CARIACICA;1
2021-10-25;MA;SAO LUIS;12
2021-10-25;MG;POCOS DE CALDAS;1
2021-10-25;MG;UBA;1
2021-10-25;MS;CAMPO GRANDE;3
2021-10-25;MS;DOURADOS;6
2021-10-25;PA;BELEM;11
2021-10-25;PI;PARNAIBA;1
2021-10-25;PR;PAICANDU;1
2021-10-25;RJ;SAO GONCALO;2
2021-10-25;RJ;SAO JOAO DE MERITI;10
2021-10-25;RJ;VOLTA REDONDA;7
2021-10-25;RS;CAXIAS DO SUL;7
2021-10-25;RS;SAO LOURENCO DO SUL;1
2021-10-25;TO;PALMAS;2
2021-10-26;GO;MORRINHOS;1
2021-10-26;MG;CONTAGEM;1
2021-10-26;MT;CUIABA;2
2021-10-26;MT;RONDONOPOLIS;18
2021-10-26;RJ;ANGRA DOS REIS;5
2021-10-26;RJ;ITAGUAI;1
2021-10-26;RS;NOVO HAMBURGO;4
2021-10-26;RS;PORTO ALEGRE;6
2021-10-26;RS;SANTO ANGELO;2
2021-10-26;RS;VIAMAO;6
2021-10-26;SC;LAGES;1
2021-10-27;AM;MANAUS;13
2021-10-27;CE;JUAZEIRO DO NORTE;2
2021-10-27;DF;BRASILIA;38
2021-10-27;ES;CARIACICA;3
2021-10-27;MA;SAO LUIS;18
2021-10-27;MG;DIVINOPOLIS;2
2021-10-27;MG;GOVERNADOR VALADARES;4
2021-10-27;MG;MONTES CLAROS;7
2021-10-27;MG;PATROCINIO;2
2021-10-27;MG;UBA;2
2021-10-27;MT;PRIMAVERA DO LESTE;1
2021-10-27;PE;PETROLINA;1
2021-10-27;PR;ARAUCARIA;1
2021-10-27;PR;FOZ DO IGUACU;2
2021-10-27;RJ;DUQUE DE CAXIAS;10
2021-10-27;RJ;PETROPOLIS;7
2021-10-27;RJ;SAO GONCALO;4
2021-10-27;RJ;SAO JOAO DE MERITI;12
2021-10-27;RJ;TERESOPOLIS;4
2021-10-27;RJ;VOLTA REDONDA;4
2021-10-27;SC;ITAJAI;2
2021-10-27;TO;PALMAS;8
2021-10-28;BA;JACOBINA;1
2021-10-28;BA;LAURO DE FREITAS;1
2021-10-28;GO;MORRINHOS;2
2021-10-28;MA;SANTA INES;1
2021-10-28;MT;SINOP;2
2021-10-28;PI;TERESINA;2
2021-10-28;RJ;ANGRA DOS REIS;1
2021-10-28;RJ;BELFORD ROXO;1
2021-10-28;RO;VILHENA;2
2021-10-28;RS;NOVO HAMBURGO;6
2021-10-28;RS;PORTO ALEGRE;11
2021-10-28;RS;SANTA CRUZ DO SUL;2
2021-10-28;SC;ICARA;1
2021-10-28;SC;LAGES;2
2021-10-29;AM;MANAUS;16
2021-10-29;BA;TEIXEIRA DE FREITAS;3
2021-10-29;BA;VITORIA DA CONQUISTA;1
2021-10-29;CE;JUAZEIRO DO NORTE;1
2021-10-29;DF;BRASILIA;16
2021-10-29;MG;DIVINOPOLIS;3
2021-10-29;MG;GOVERNADOR VALADARES;1
2021-10-29;MG;MONTES CLAROS;6
2021-10-29;MG;PATROCINIO;2
2021-10-29;MG;SETE LAGOAS;1
2021-10-29;MG;UBA;3
2021-10-29;RJ;DUQUE DE CAXIAS;8
2021-10-29;RJ;PETROPOLIS;6
2021-10-29;RS;ALVORADA;5
2021-10-29;SC;CHAPECO;1
2021-10-29;SC;ITAJAI;1
2021-10-29;SC;JOINVILLE;3
2021-10-30;AM;MANAUS;13
2021-10-30;BA;TEIXEIRA DE FREITAS;1
2021-10-30;BA;VITORIA DA CONQUISTA;1
2021-10-30;CE;JUAZEIRO DO NORTE;1
2021-10-30;DF;BRASILIA;23
2021-10-30;ES;CARIACICA;1
2021-10-30;MG;DIVINOPOLIS;6
2021-10-30;MG;GOVERNADOR VALADARES;3
2021-10-30;MG;MONTES CLAROS;4
2021-10-30;MG;PATROCINIO;1
2021-10-30;MG;SETE LAGOAS;4
2021-10-30;MG;UBA;7
2021-10-30;RJ;ARARUAMA;1
2021-10-30;RJ;DUQUE DE CAXIAS;14
2021-10-30;RJ;PETROPOLIS;7
2021-10-30;RJ;SAO JOAO DE MERITI;12
2021-10-30;RJ;TERESOPOLIS;1
2021-10-30;RJ;VOLTA REDONDA;10
2021-10-30;RS;ALVORADA;3
2021-11-01;AM;MANAUS;9
2021-11-01;DF;BRASILIA;26
2021-11-01;ES;NOVA VENECIA;2
2021-11-01;MG;DIVINOPOLIS;1
2021-10-08;RJ;ANGRA DOS REIS;5
2021-10-08;RJ;DUQUE DE CAXIAS;15
2021-10-08;RJ;ITAGUAI;3
2021-10-08;RJ;PETROPOLIS;4
2021-10-08;RJ;SAO JOAO DE MERITI;6
2021-10-08;RJ;TERESOPOLIS;1
2021-10-08;RJ;VOLTA REDONDA;3
2021-10-08;RS;ALVORADA;10
2021-10-08;RS;NOVO HAMBURGO;3
2021-10-08;RS;PORTO ALEGRE;13
2021-10-08;SC;JOINVILLE;2
2021-10-09;DF;BRASILIA;32
2021-10-09;ES;SERRA;6
2021-10-09;GO;JATAI;1
2021-10-09;MA;SAO LUIS;18
2021-10-09;MT;RONDONOPOLIS;11
2021-10-09;RJ;CABO FRIO;2
2021-10-09;RJ;DUQUE DE CAXIAS;12
2021-10-09;RJ;NILOPOLIS;7
2021-10-09;SC;LAGES;1
2021-10-09;TO;PALMAS;3
2021-10-11;MA;SAO LUIS;19
2021-10-11;MG;ARAGUARI;3
2021-10-11;MG;NOVA LIMA;1
2021-10-11;MG;VESPASIANO;1
2021-10-11;MS;CAMPO GRANDE;10
2021-10-11;PA;BELEM;9
2021-10-11;PE;OLINDA;1
2021-10-11;PR;CASCAVEL;16
2021-10-11;PR;FOZ DO IGUACU;2
2021-10-11;PR;MEDIANEIRA;1
2021-10-11;RJ;CABO FRIO;4
2021-10-11;RJ;MESQUITA;2
2021-10-11;RS;PELOTAS;2
2021-10-11;RS;SAO LEOPOLDO;7
2021-10-11;SC;BRUSQUE;2
2021-10-11;SC;FLORIANOPOLIS;2
2021-10-11;TO;PALMAS;4
2021-10-12;MG;UBA;3
2021-10-12;MG;VARGINHA;3
2021-10-12;MS;DOURADOS;7
2021-10-12;PI;PARNAIBA;2
2021-10-12;RJ;SAO GONCALO;1
2021-10-12;RJ;SAO JOAO DE MERITI;5
2021-10-12;RJ;VOLTA REDONDA;2
2021-10-13;AL;MACEIO;1
2021-10-13;ES;SERRA;11
2021-10-13;MG;CONTAGEM;1
2021-10-13;MG;POCOS DE CALDAS;3
2021-10-13;MS;DOURADOS;6
2021-10-13;MT;CUIABA;2
2021-10-13;MT;RONDONOPOLIS;14
2021-10-13;RJ;NILOPOLIS;5
2021-10-13;RJ;SAO GONCALO;1
2021-10-13;RN;NATAL;4
2021-10-13;RS;VIAMAO;6
2021-10-14;BA;PORTO SEGURO;1
2021-10-14;DF;BRASILIA;55
2021-10-14;ES;SERRA;6
2021-10-14;GO;MORRINHOS;1
2021-10-14;MA;SAO LUIS;15
2021-10-14;MT;RONDONOPOLIS;13
2021-10-14;RJ;CABO FRIO;7
2021-10-14;RJ;DUQUE DE CAXIAS;11
2021-10-14;RJ;NILOPOLIS;4
2021-10-14;RJ;TERESOPOLIS;1
2021-10-14;SC;CHAPECO;1
2021-10-14;SC;LAGES;2
2021-10-14;TO;PALMAS;5
2021-10-15;AM;MANAUS;15
2021-10-15;CE;JUAZEIRO DO NORTE;4
2021-10-15;DF;BRASILIA;36
2021-10-15;ES;NOVA VENECIA;3
2021-10-15;MG;DIVINOPOLIS;10
2021-10-15;MG;MONTES CLAROS;5
2021-10-15;MG;UBA;6
2021-10-15;MG;VARGINHA;2
2021-10-15;PE;PETROLINA;1
2021-10-15;RJ;ANGRA DOS REIS;5
2021-10-15;RJ;DUQUE DE CAXIAS;10
2021-10-15;RJ;ITAGUAI;2
2021-10-15;RJ;PETROPOLIS;10
2021-10-15;RJ;SAO JOAO DE MERITI;16
2021-10-15;RJ;TERESOPOLIS;1
2021-10-15;RJ;VOLTA REDONDA;7
2021-10-15;RS;NOVO HAMBURGO;6
2021-10-15;RS;PORTO ALEGRE;2
2021-10-15;SC;JOINVILLE;3
2021-10-16;AM;MANAUS;10
2021-10-16;BA;JACOBINA;2
2021-10-16;BA;JEQUIE;1
2021-10-16;BA;TEIXEIRA DE FREITAS;3
2021-10-16;CE;JUAZEIRO DO NORTE;3
2021-10-16;MA;SANTA INES;2
2021-10-16;MG;CONTAGEM;2
2021-10-16;MG;DIVINOPOLIS;3
2021-10-16;MG;GOVERNADOR VALADARES;2
2021-10-16;MG;MONTES CLAROS;3
2021-10-16;MG;PATROCINIO;2
2021-10-16;MG;SETE LAGOAS;3
2021-10-16;MG;UBA;2
2021-10-16;RJ;ANGRA DOS REIS;6
2021-10-16;RJ;PETROPOLIS;7
2021-10-16;RS;ALVORADA;2
2021-10-16;RS;PORTO ALEGRE;1
2021-10-16;RS;VIAMAO;1
2021-10-16;SC;ITAJAI;4
2021-10-18;ES;NOVA VENECIA;1
2021-10-18;MG;JUIZ DE FORA;9
2021-10-18;MT;SINOP;3
2021-10-18;PI;TERESINA;6
2021-10-18;RJ;BELFORD ROXO;1
2021-10-18;RS;NOVO HAMBURGO;5
2021-10-18;RS;SANTA CRUZ DO SUL;2
2021-10-19;BA;JACOBINA;1
2021-10-19;GO;APARECIDA DE GOIANIA;34
2021-10-19;MT;SINOP;3
2021-10-19;MT;VARZEA GRANDE;1
2021-10-19;PR;PINHAIS;5
2021-10-19;RO;VILHENA;3
2021-10-19;RS;ALVORADA;8
2021-10-19;RS;SANTA CRUZ DO SUL;1
2021-10-20;BA;TEIXEIRA DE FREITAS;4
2021-10-20;BA;VITORIA DA CONQUISTA;1
2021-10-20;GO;MORRINHOS;1
2021-10-20;MG;JUIZ DE FORA;6
2021-10-20;MG;PATROCINIO;4
2021-10-20;MG;RIBEIRAO DAS NEVES;1
2021-10-20;MG;SETE LAGOAS;2
2021-10-20;PI;TERESINA;5
2021-10-20;PR;MARINGA;15
2021-10-20;RJ;BELFORD ROXO;3
2021-10-20;SC;ITAJAI;3
2021-10-20;SC;LAGES;1
2021-10-21;AM;MANAUS;16
2021-10-21;BA;TEIXEIRA DE FREITAS;1
2021-10-21;BA;VITORIA DA CONQUISTA;2
2021-10-21;CE;JUAZEIRO DO NORTE;1
2021-10-21;MA;SANTA INES;4
2021-10-21;MG;DIVINOPOLIS;7
2021-10-21;MG;GOVERNADOR VALADARES;3
2021-10-21;MG;MONTES CLAROS;3
2021-10-21;MG;PATROCINIO;3
2021-10-21;MG;SETE LAGOAS;6
2021-10-21;MT;CUIABA;1
2021-10-21;RJ;ANGRA DOS REIS;3
2021-10-21;RJ;PETROPOLIS;13
2021-10-21;RS;ALVORADA;10
2021-10-21;RS;PORTO ALEGRE;12
2021-10-21;RS;VIAMAO;11
2021-10-21;SC;ITAJAI;2
2021-11-08;BA;VITORIA DA CONQUISTA;1
2021-11-08;CE;JUAZEIRO DO NORTE;2
2021-11-08;MG;CONTAGEM;2
2021-11-08;MG;DIVINOPOLIS;4
2021-11-08;MG;MONTES CLAROS;7
2021-11-08;MG;NOVA LIMA;1
2021-11-08;MG;POCOS DE CALDAS;5
2021-11-08;MG;SETE LAGOAS;3
2021-11-08;MG;UBA;2
2021-11-08;MG;VARGINHA;1
2021-11-08;PR;COLOMBO;16
2021-11-08;RJ;ANGRA DOS REIS;4
2021-11-08;RJ;MARICA;1
2021-11-08;RJ;PETROPOLIS;4
2021-11-08;RJ;SAO JOAO DE MERITI;12
2021-11-08;RJ;VOLTA REDONDA;4
2021-11-08;RS;ALVORADA;12
2021-11-08;RS;PORTO ALEGRE;7
2021-11-08;RS;SANTO ANGELO;1
2021-11-08;RS;VIAMAO;5
2021-11-08;SC;BRUSQUE;3
2021-11-08;SC;ITAJAI;2
2021-11-08;SC;JOINVILLE;4
2021-11-08;SC;SAO JOSE;1
2021-11-09;BA;TEIXEIRA DE FREITAS;1
2021-11-09;BA;VITORIA DA CONQUISTA;2
2021-11-09;MA;SANTA INES;2
2021-11-09;MG;NOVA LIMA;1
2021-11-09;MG;SETE LAGOAS;4
2021-11-09;MT;RONDONOPOLIS;5
2021-11-09;PR;FOZ DO IGUACU;1
2021-11-09;PR;PAICANDU;1
2021-11-09;RJ;MESQUITA;3
2021-11-09;RS;VIAMAO;10
2021-11-09;SC;ITAJAI;3
2021-11-10;AC;RIO BRANCO;11
2021-11-10;BA;SALVADOR;18
2021-11-10;MG;JUIZ DE FORA;5
2021-11-10;MG;RIBEIRAO DAS NEVES;1
2021-11-10;PR;ALMIRANTE TAMANDARE;1
2021-11-10;PR;MARINGA;8
2021-11-10;PR;SAO JOSE DOS PINHAIS;17
2021-11-10;PR;UNIAO DA VITORIA;1
2021-11-10;RJ;BELFORD ROXO;4
2021-11-10;RJ;DUQUE DE CAXIAS;12
2021-11-10;RJ;QUEIMADOS;2
2021-11-10;RJ;TERESOPOLIS;1
2021-11-10;RO;JI-PARANA;7
2021-11-11;AC;RIO BRANCO;16
2021-11-11;BA;JACOBINA;1
2021-11-11;BA;JEQUIE;1
2021-11-11;BA;TEIXEIRA DE FREITAS;2
2021-11-11;BA;VITORIA DA CONQUISTA;2
2021-11-11;MA;SANTA INES;3
2021-11-11;MG;RIBEIRAO DAS NEVES;2
2021-11-11;MT;VARZEA GRANDE;1
2021-11-11;PE;CARUARU;3
2021-11-11;PR;MARINGA;9
2021-11-11;PR;PINHAIS;18
2021-11-11;RJ;CAMPOS DOS GOYTACAZES;1
2021-11-11;RJ;DUQUE DE CAXIAS;16
2021-11-11;RJ;TERESOPOLIS;2
2021-11-11;RS;ALVORADA;7
2021-11-11;SC;JOINVILLE;3
2021-11-11;SE;ARACAJU;1
2021-11-12;BA;LAURO DE FREITAS;1
2021-11-12;ES;CARIACICA;2
2021-11-12;MG;GOVERNADOR VALADARES;2
2021-11-12;MG;PATROCINIO;2
2021-11-12;MT;SINOP;8
2021-11-12;MT;VARZEA GRANDE;1
2021-11-12;PR;PINHAIS;8
2021-11-12;RJ;CAMPOS DOS GOYTACAZES;1
2021-11-12;RJ;SAO GONCALO;4
2021-11-12;RS;ALVORADA;14
2021-11-12;SC;LAGES;1
2021-11-13;ES;CARIACICA;3
2021-11-13;MG;JUIZ DE FORA;6
2021-11-13;MS;DOURADOS;3
2021-11-13;MT;SINOP;1
2021-11-13;PR;FOZ DO IGUACU;5
2021-11-13;RJ;BELFORD ROXO;4
2021-11-13;RJ;MESQUITA;4
2021-11-13;RJ;SAO GONCALO;3
2021-11-13;RS;NOVO HAMBURGO;4
2021-11-15;MG;RIBEIRAO DAS NEVES;4
2021-11-15;MT;VARZEA GRANDE;1
2021-11-15;PE;CARUARU;1
2021-11-15;RJ;DUQUE DE CAXIAS;3
2021-11-15;RJ;QUEIMADOS;1
2021-11-16;AP;MACAPA;12
2021-11-16;BA;EUNAPOLIS;2
2021-11-16;ES;CACHOEIRO DE ITAPEMIRIM;1
2021-11-16;ES;SAO GABRIEL DA PALHA;1
2021-11-16;GO;ANAPOLIS;1
2021-11-16;GO;GOIANIA;14
2021-11-16;MG;BETIM;7
2021-11-16;PB;JOAO PESSOA;2
2021-11-16;PI;TERESINA;2
2021-11-16;PR;PIRAQUARA;1
2021-11-16;RJ;ARMACAO DOS BUZIOS;2
2021-11-16;RJ;BARRA MANSA;1
2021-11-16;RS;CANOAS;20
2021-11-16;SC;BLUMENAU;9
2021-11-16;SC;RIO DO SUL;1
2021-11-17;BA;ITABUNA;1
2021-11-17;BA;JUAZEIRO;1
2021-11-17;BA;SALVADOR;15
2021-11-17;ES;VILA VELHA;1
2021-11-17;GO;ANAPOLIS;2
2021-11-17;MG;GOVERNADOR VALADARES;3
2021-11-17;MG;PATROCINIO;3
2021-11-17;PA;ANANINDEUA;5
2021-11-17;PB;CAMPINA GRANDE;1
2021-11-17;PR;ALMIRANTE TAMANDARE;4
2021-11-17;PR;PIRAQUARA;2
2021-11-17;PR;SAO JOSE DOS PINHAIS;22
2021-11-17;RO;JI-PARANA;1
2021-11-17;RO;VILHENA;1
2021-11-17;RS;CANOAS;7
2021-11-17;RS;PASSO FUNDO;4
2021-11-17;SC;RIO DO SUL;1
2021-11-17;SC;TUBARAO;2
2021-11-18;BA;BARREIRAS;4
2021-11-18;CE;FORTALEZA;9
2021-11-18;GO;APARECIDA DE GOIANIA;38
2021-11-18;MG;ARAGUARI;2
2021-11-18;MG;CATAGUASES;2
2021-11-18;MG;POUSO ALEGRE;1
2021-11-18;PA;ANANINDEUA;1
2021-11-18;PE;OLINDA;1
2021-11-18;PE;RECIFE;2
2021-11-18;PR;CASCAVEL;9
2021-11-18;PR;CURITIBA;26
2021-11-18;PR;PONTA GROSSA;8
2021-11-18;RJ;NOVA IGUACU;5
2021-11-18;RJ;PARACAMBI;1
2021-11-18;RO;PORTO VELHO;16
2021-11-18;RO;VILHENA;6
2021-11-18;RS;SAO LEOPOLDO;7
2021-11-19;AP;MACAPA;8
2021-11-19;BA;BARREIRAS;5
2021-11-19;BA;EUNAPOLIS;1
2021-11-19;GO;GOIANIA;16
2021-11-19;GO;RIO VERDE;5
2021-11-19;MG;CATAGUASES;1
2021-11-19;PI;TERESINA;6
2021-11-19;PR;CURITIBA;30
2021-11-19;PR;PONTA GROSSA;5
2021-10-15;MG;BELO HORIZONTE;15
2021-10-15;MG;BETIM;5
2021-10-15;MG;POCOS DE CALDAS;2
2021-10-15;PE;CARUARU;1
2021-10-15;PR;COLOMBO;10
2021-10-15;PR;MARINGA;2
2021-10-15;RJ;NILOPOLIS;6
2021-10-15;RJ;NITEROI;3
2021-10-15;RJ;QUEIMADOS;4
2021-10-15;RS;CAXIAS DO SUL;8
2021-10-15;RS;SANTA MARIA;1
2021-10-15;SP;SAO PAULO;1
2021-10-16;BA;ITABUNA;3
2021-10-16;BA;SALVADOR;7
2021-10-16;ES;VILA VELHA;1
2021-10-16;MA;SAO LUIS;9
2021-10-16;MG;JUIZ DE FORA;4
2021-10-16;MG;NOVA LIMA;1
2021-10-16;MG;VESPASIANO;1
2021-10-16;MS;CAMPO GRANDE;3
2021-10-16;PI;TERESINA;6
2021-10-16;PR;ALMIRANTE TAMANDARE;1
2021-10-16;PR;SAO JOSE DOS PINHAIS;16
2021-10-16;RJ;BELFORD ROXO;5
2021-10-16;RJ;CABO FRIO;9
2021-10-16;RO;JI-PARANA;2
2021-10-16;TO;PALMAS;4
2021-10-18;AP;MACAPA;4
2021-10-18;BA;EUNAPOLIS;2
2021-10-18;ES;CARIACICA;3
2021-10-18;GO;GOIANIA;15
2021-10-18;GO;RIO VERDE;4
2021-10-18;MG;CONTAGEM;3
2021-10-18;MG;GOVERNADOR VALADARES;1
2021-10-18;MT;CUIABA;3
2021-10-18;RJ;BARRA MANSA;1
2021-10-18;RJ;SAO GONCALO;2
2021-10-18;RN;NATAL;2
2021-10-18;RS;SANTO ANGELO;4
2021-10-18;RS;VIAMAO;9
2021-10-18;SC;BLUMENAU;11
2021-10-18;SC;ITAJAI;5
2021-10-19;BA;BARREIRAS;4
2021-10-19;ES;SERRA;1
2021-10-19;GO;JATAI;1
2021-10-19;MT;RONDONOPOLIS;16
2021-10-19;PR;CURITIBA;31
2021-10-19;PR;PONTA GROSSA;5
2021-10-19;RO;PORTO VELHO;27
2021-10-19;SC;LAGES;1
2021-10-20;GO;ANAPOLIS;1
2021-10-20;MG;DIVINOPOLIS;3
2021-10-20;MG;UBA;1
2021-10-20;MG;VARGINHA;2
2021-10-20;PA;BELEM;12
2021-10-20;PE;PETROLINA;1
2021-10-20;PE;RECIFE;3
2021-10-20;PR;PIRAQUARA;5
2021-10-20;RJ;ANGRA DOS REIS;8
2021-10-20;RJ;NOVA IGUACU;5
2021-10-20;RJ;PETROPOLIS;6
2021-10-20;RJ;SAO JOAO DE MERITI;9
2021-10-20;RJ;VOLTA REDONDA;2
2021-10-20;RS;CANOAS;13
2021-10-20;RS;PELOTAS;6
2021-10-20;RS;PORTO ALEGRE;8
2021-10-20;SC;RIO DO SUL;2
2021-10-20;SC;SAO JOSE;1
2021-10-20;SC;TUBARAO;1
2021-10-21;BA;SALVADOR;7
2021-10-21;DF;BRASILIA;31
2021-10-21;ES;VILA VELHA;3
2021-10-21;MA;SAO LUIS;12
2021-10-21;MG;JUIZ DE FORA;6
2021-10-21;MG;NOVA LIMA;1
2021-10-21;MG;VESPASIANO;2
2021-10-21;MS;CAMPO GRANDE;14
2021-10-21;MT;PRIMAVERA DO LESTE;1
2021-10-21;PR;ALMIRANTE TAMANDARE;2
2021-10-21;PR;SAO JOSE DOS PINHAIS;21
2021-10-21;RJ;BELFORD ROXO;3
2021-10-21;RJ;CABO FRIO;4
2021-10-21;RO;JI-PARANA;5
2021-10-21;RS;PASSO FUNDO;5
2021-10-21;TO;PALMAS;1
2021-10-22;BA;BARREIRAS;1
2021-10-22;MG;POUSO ALEGRE;3
2021-10-22;MT;RONDONOPOLIS;9
2021-10-22;PR;CURITIBA;19
2021-10-22;PR;PONTA GROSSA;8
2021-10-22;RO;PORTO VELHO;18
2021-10-22;SC;LAGES;3
2021-10-23;AP;MACAPA;5
2021-10-23;BA;EUNAPOLIS;3
2021-10-23;ES;CARIACICA;2
2021-10-23;GO;GOIANIA;13
2021-10-23;GO;RIO VERDE;3
2021-10-23;MG;CONTAGEM;1
2021-10-23;MG;GOVERNADOR VALADARES;3
2021-10-23;MG;PATROCINIO;1
2021-10-23;MT;CUIABA;1
2021-10-23;RJ;ARMACAO DOS BUZIOS;2
2021-10-23;RJ;BARRA MANSA;1
2021-10-23;RJ;SAO GONCALO;3
2021-10-23;RS;VIAMAO;5
2021-10-23;SC;BLUMENAU;3
2021-10-24;RS;ALVORADA;1
2021-10-25;CE;FORTALEZA;11
2021-10-25;MT;SINOP;4
2021-10-25;PA;ANANINDEUA;2
2021-10-25;PA;MARABA;4
2021-10-25;PE;OLINDA;4
2021-10-25;PR;CASCAVEL;5
2021-10-25;RJ;DUQUE DE CAXIAS;16
2021-10-25;RJ;TERESOPOLIS;1
2021-10-25;RS;CAMAQUA;1
2021-10-25;RS;NOVO HAMBURGO;10
2021-10-25;RS;SANTA CRUZ DO SUL;2
2021-10-25;SC;CHAPECO;2
2021-10-26;MA;SAO LUIS;8
2021-10-26;MG;ARAGUARI;1
2021-10-26;MG;JUIZ DE FORA;6
2021-10-26;PI;TERESINA;4
2021-10-26;PR;ALMIRANTE TAMANDARE;3
2021-10-26;PR;SAO JOSE DOS PINHAIS;12
2021-10-26;RJ;BELFORD ROXO;1
2021-10-26;RJ;CABO FRIO;6
2021-10-26;RO;JI-PARANA;1
2021-10-26;RS;SAO LEOPOLDO;1
2021-10-26;TO;PALMAS;6
2021-10-27;AC;RIO BRANCO;5
2021-10-27;BA;TEIXEIRA DE FREITAS;2
2021-10-27;BA;VITORIA DA CONQUISTA;3
